,signal,room_code,src_id,mic_id,path_hdf5,delay
482,rir,010000,7,17,/rir/010000/7,24198
483,rir,010000,7,18,/rir/010000/7,24198
484,rir,010000,7,19,/rir/010000/7,24198
485,rir,010000,7,20,/rir/010000/7,24198
486,rir,010000,7,21,/rir/010000/7,24198
487,rir,010000,7,22,/rir/010000/7,24198
488,rir,010000,7,23,/rir/010000/7,24198
489,rir,010000,7,24,/rir/010000/7,24198
490,rir,010000,7,25,/rir/010000/7,24198
491,rir,010000,7,26,/rir/010000/7,24198
492,rir,010000,7,27,/rir/010000/7,24198
493,rir,010000,7,28,/rir/010000/7,24198
494,rir,010000,7,29,/rir/010000/7,24198
495,rir,010000,7,30,/rir/010000/7,24198
496,rir,010000,8,0,/rir/010000/8,4444
497,rir,010000,8,1,/rir/010000/8,4444
498,rir,010000,8,2,/rir/010000/8,4444
499,rir,010000,8,3,/rir/010000/8,4444
500,rir,010000,8,4,/rir/010000/8,4444
501,rir,010000,8,5,/rir/010000/8,4444
502,rir,010000,8,6,/rir/010000/8,4444
503,rir,010000,8,7,/rir/010000/8,4444
504,rir,010000,8,8,/rir/010000/8,4444
505,rir,010000,8,9,/rir/010000/8,4444
506,rir,010000,8,10,/rir/010000/8,4444
507,rir,010000,8,11,/rir/010000/8,4444
508,rir,010000,8,12,/rir/010000/8,4444
509,rir,010000,8,13,/rir/010000/8,4444
510,rir,010000,8,14,/rir/010000/8,4444
511,rir,010000,8,15,/rir/010000/8,4444
512,rir,010000,8,16,/rir/010000/8,4444
513,rir,010000,8,17,/rir/010000/8,4444
514,rir,010000,8,18,/rir/010000/8,4444
515,rir,010000,8,19,/rir/010000/8,4444
516,rir,010000,8,20,/rir/010000/8,4444
517,rir,010000,8,21,/rir/010000/8,4444
518,rir,010000,8,22,/rir/010000/8,4444
519,rir,010000,8,23,/rir/010000/8,4444
520,rir,010000,8,24,/rir/010000/8,4444
521,rir,010000,8,25,/rir/010000/8,4444
522,rir,010000,8,26,/rir/010000/8,4444
523,rir,010000,8,27,/rir/010000/8,4444
524,rir,010000,8,28,/rir/010000/8,4444
525,rir,010000,8,29,/rir/010000/8,4444
526,rir,010000,8,30,/rir/010000/8,4444
527,rir,010000,9,0,/rir/010000/9,4444
528,rir,010000,9,1,/rir/010000/9,4444
529,rir,010000,9,2,/rir/010000/9,4444
530,rir,010000,9,3,/rir/010000/9,4444
531,rir,010000,9,4,/rir/010000/9,4444
532,rir,010000,9,5,/rir/010000/9,4444
533,rir,010000,9,6,/rir/010000/9,4444
534,rir,010000,9,7,/rir/010000/9,4444
535,rir,010000,9,8,/rir/010000/9,4444
